,Name,Main Title,Dynasty,Date,Comment
669,Pinedjem II,High Priest of Amun,21st dynasty,fl. c. early-10th century BC,"High Priest of Amun at Thebes in Egypt and the de facto ruler of the south of the country. He married his sister Isetemkheb and his niece Nesikhons, the daughter of his brother Smendes II."
670,Pinehesy,Viceroy of Kush,20th dynasty,fl. c. early-11th century BC,"Served during the reign of pharaoh Ramesses XI. Pinehesy extended his influence over much of the south of Egypt defying Ramesses XI. However, the High Priest of Amun, Herihor, was able to drive Pinehesy back into Nubia. Also known as Panehesy or Panehasy."
671,Pipi,High Priest of Ptah,21st dynasty,fl. c. mid-11th century BC,"High Priest of Ptah, a contemporary of Pharaoh Psusennes I. He was the father of the High Priest of Ptah Harsiese."
672,Piye,Pharaoh,25th dynasty,reigned c. 752 BC – c. 721 BC,"A Kushite king and founder of the 25th dynasty of Egypt who ruled from the city of Napata. As ruler of Nubia and Upper Egypt, Piye took advantage of the squabbling of Egypt's rulers to expand Nubia's power beyond Thebes into Lower Egypt receiving the submission of the kings of the Nile Delta."
673,Potasimto,General,26th dynasty,fl. c. early-6th century BC,Commander of the Greek troops during an expedition against Nubia under pharaoh Psamtik II; his real Egyptian name was Padismatawy.
674,Pothinus,Regent,Ptolemaic,fl. mid-1st century BC,"An official under Pharaoh Ptolemy XII. When Ptolemy XII died in 51 BC, as his son Ptolemy XIII was under age, Pothinus was appointed as his regent. Pothinus used his influence to turn Ptolemy XIII against Cleopatra VII. In the resultant civil war, Cleopatra VII and Julius Caesar prevailed and Pothinus was executed in 47 BC."
675,Prehotep I,Vizier,19th dynasty,fl. c. mid-13th century BC,"Vizier during the latter part of the reign of pharaoh Ramesses II. Also known as Rahotep, Parahotep, Parehotp."
676,Prehotep II,Vizier,19th dynasty,fl. c. mid-13th century BC,"Vizier during the latter part of the reign of pharaoh Ramesses II. Parahotep was the son of the High Priest of Ptah Pahemnetjer. Also known as Rahotep, Parahotep, Parehotp."
677,Psammetichus IV,Rebel ruler,27th dynasty,fl. 5th century BC,An Egyptian ruler who rebelled to the Persian occupation.
678,Psammuthes,Pharaoh,29th dynasty,fl. c. early-4th century BC,"Upon the death of Nepherites I, two rival factions fought for the throne: one supported Muthis son of Nefaarud, and the other supported an usurper named Psammuthes. Both men were eventually defeated by a general named Hakor."
679,Psamtik I Wahibre,Pharaoh,26th dynasty,reigned c. 664 BC – c. 610 BC,Psamtik managed to unite all of Egypt and free the country from Assyrian and Nubian control within the first ten years of his reign. (or Psammeticus or Psammetichus)
680,Psamtik II,Pharaoh,26th dynasty,reigned c. 595 BC – c. 589 BC,"In 592 BC, Psamtik II marched deep into Nubia and inflicted a heavy defeat on the kingdom of Kush.(or Psammetichus or Psammeticus)"
681,Psamtik III,Pharaoh,26th dynasty,reigned c. 526 BC – c. 525 BC,The last pharaoh of the 26th dynasty of Egypt. Psamtik had ruled Egypt for only six months before the Persian invasion led by King Cambyses II. Psamtik was defeated at Pelusium and later executed by the Persians.(or Psammetichus or Psammeticus)
682,Psusennes I,Pharaoh,21st dynasty,reigned c. 1047 BC – c. 1001 BC,"He was the son of Pinedjem I and Henuttawy, a daughter of Ramesses XI. He married his sister Mutnedjmet.(or Psibkhanno or Hor-Pasebakhaenniut I)"
683,Psusennes II Titkheperure,Pharaoh,21st dynasty,reigned c. 967 BC – c. 943 BC,The last king of the 21st dynasty of Egypt. He was a High Priest of Amun at Thebes and the son of Pinedjem II and Istemkheb.(or Tyetkheperre Psusennes II or Hor-Pasebakhaenniut II)
684,Psusennes III,High Priest of Amun,21st dynasty,fl. c. mid-10th century BC,A High Priest of Amun at Thebes towards the end of the 21st Dynasty of Egypt.
685,Ptahhotep,Vizier,5th dynasty,fl. c. 24th century BC,"He was the city administrator and vizier during the reign of Djedkare Isesi. He is credited with authoring ""The Instruction of Ptahhotep"", which was meant to instruct young men in appropriate behaviour."
686,Ptahmose,High Priest of Ptah,18th dynasty,fl. c. late-15th century BC,"He served under pharaohs Thutmose IV and Amenhotep III. Ptahmose also held the titles of count and governor, and Sem-priest."
687,Ptahmose,Treasurer,18th dynasty,fl. c. 14th century BC,Treasurer under the 18th dynasty pharaoh Amenhotep III and known from a statue.
688,Ptahmose,Vizier,18th dynasty,fl. c. early-14th century BC,High Priest of Amun and vizier of southern Egypt under the 18th dynasty pharaoh Amenhotep III.
689,Ptahshepses,Vizier,5th dynasty,fl. c. 25th century BC,The vizier and son-in-law of king Niuserre. His mastaba complex in Abusir is considered by many to be the most extensive and architecturally unique non-royal tomb of the Old Kingdom.
690,Ptolemy Apion,Prince,Ptolemaic,c. 150 BC – 96 BC,"The last Greek Cyrenaean King (reigned 116 BC – 96 BC) and was a member of the Ptolemaic dynasty. He was a son of Pharaoh Ptolemy VIII Physcon of Egypt. When Ptolemy VIII died, Ptolemy Apion inherited Cyrenaica and became its king."
691,Ptolemy Eupator,Prince,Ptolemaic,c. 165 BC – c. 152 BC,"The son of Ptolemy VI Philometor and Cleopatra II and, for a short time before his death, reigned as co-ruler with his father."
692,Ptolemy Keraunos,Prince,Ptolemaic,c. 325 BC – 279 BC,King of Macedon (reigned 281 BC – 279 BC). He was the eldest son of Ptolemy I Soter and Eurydice. Keraunos was killed during a battle against the Gauls of Bolgius.
693,Ptolemy of Mauretania,Prince,Ptolemaic,1 BC – 40 AD,"The last king of Mauretania (reigned 23 AD-40 AD). Ptolemy was the son of King Juba II and Queen Cleopatra Selene II. With the support of Roman forces, Ptolemy was able to end Berber revolts by 24 AD. In 40 AD, Caligula invited Ptolemy to Rome where he was killed on Caligula's orders."
694,Ptolemy Philadelphus,Prince,Ptolemaic,36 BC – c. 29 BC,"Son of Cleopatra VII and Mark Antony. In 34 BC, at the Donations of Alexandria, Ptolemy was made ruler of Syria, Phoenicia and Cilicia. Octavian took Ptolemy and his siblings to Rome to be paraded in his military triumph."
695,Ptolemy I Soter I,Pharaoh,Ptolemaic,c. 367 BC–c. 283 BC,"A Macedonian general under Alexander the Great, who became ruler of Egypt (reigned 323 BC–283 BC). In 305 BC he took the title of pharaoh. When Alexander died in 323 BC Ptolemy was appointed satrap of Egypt and in the wars that followed was able to securely hold Egypt."
696,Ptolemy II Philadelphus,Pharaoh,Ptolemaic,309 BC–246 BC,"He reigned 283 BC – 246 BC. He was the son of Ptolemy I Soter and Berenice. Ptolemy expanded the library in Alexandria and patronized scientific research. Although an enthusiast for Hellenic culture, he also adopted Egyptian religious concepts. Ptolemy's first marriage was to Arsinoë I, daughter of Lysimachus, and later he married his sister Arsinoë II."
697,Ptolemy III Euergetes,Pharaoh,Ptolemaic,reigned 246 BC–222 BC,"He married Berenice of Cyrene. Following Ptolemy's eldest sister Berenice Phernophorus’ murder by the Seleucid rulers in Syria, Ptolemy III invaded Syria. His forces occupied Antioch and even reached Babylon. In exchange for peace in 241 BC, Ptolemy was awarded territories on the northern coast of Syria. Under his rule, the Ptolemaic kingdom reached the height of its power."
698,Ptolemy IV Philopator,Pharaoh,Ptolemaic,reigned 221 BC–205 BC,"He was a son of Ptolemy III and Berenice II. During his reign, the decline of the Ptolemaic kingdom began. Ptolemy IV responded effectively to the attacks of Antiochus III on Coele-Syria and Judea and his victory at Raphia (217 BC) secured the northern borders of the kingdom for the remainder of his reign. The native population of Upper Egypt revolted, creating a separate state for twenty years."
699,Ptolemy V Epiphanes,Pharaoh,Ptolemaic,209 BC – 181 BC,"A son of Ptolemy IV and Arsinoe III and a king of the Ptolemaic dynasty (reigned 204 BC–181 BC). Ptolemy IV's favourites, Agathocles and Sosibius, became Ptolemy V's regents. In 202 BC, a general, Tlepolemus, revolted and killed the two regents. During his reign lands in Caria, Thrace, Coele-Syria, including Judea, were lost. However, Upper Egypt was brought back under Ptolemaic control."
700,Ptolemy VI Philometor,Pharaoh,Ptolemaic,186 BC–145 BC,"In 170 BC, Antiochus IV invaded Egypt twice retaining Ptolemy VI as a puppet king. In 164 BC, he was driven off the throne by Ptolemy VIII, but was quickly restored by the Alexandrians after which he ruled uneasily, cruelly suppressing frequent rebellions and facing a growing Roman interference. Ptolemy VI was killed in the Battle of Antioch."
701,Ptolemy VII Neos Philopator,Pharaoh,Ptolemaic,fl. c. mid-2nd century BC,"He was possibly the son of Ptolemy VI and Cleopatra II and reigned briefly with his father in 145 BC, and for a short time after that, but was murdered by his uncle, Ptolemy VIII, who succeeded him."
702,Ptolemy VIII Euergetes II Physcon,Pharaoh,Ptolemaic,c. 182 BC–116 BC,"He reigned 170 BC – 163 BC, 145 BC – 131 BC, and 127 BC – 116 BC. In 170 BC Antiochus IV invaded Egypt and captured Ptolemy VI and let him rule as a puppet monarch. But the Alexandrians chose Ptolemy VIII as king. While Ptolemy VI went to Rome to gain support, Ptolemy VIII's ruled, but was unpopular. So in 163 BC, Ptolemy VI returned to rule Egypt while Ptolemy VIII ruled Cyrenaica. When Ptolemy VI died, Ptolemy VIII took the throne. In 131 BC, the people of Alexandria rioted and Ptolemy VIII escaped to Cyprus until he regained power in 127 BC."
703,Ptolemy IX Soter II Lathyros,Pharaoh,Ptolemaic,c.142 BC – 81 BC,"He reigned 116 BC – 110 BC, 109 BC – 107 BC and 88 BC – 81 BC, with intervening periods ruled by his brother, Ptolemy X Alexander as their mother Cleopatra III played both brothers off against each other."
704,Ptolemy X Alexander,Pharaoh,Ptolemaic,c.140 BC – 88 BC,"He reigned 110 BC – 109 BC and 107 BC – 88 BC with intervening periods ruled by his brother, Ptolemy IX as their mother Cleopatra III played both brothers off against each other."
705,Ptolemy XI Alexander II,Pharaoh,Ptolemaic,fl. c. early-1st century BC,He ruled Egypt for a few days in 80 BC. Ptolemy XI was a son of Ptolemy X Alexander and either Cleopatra Selene or Berenice III.
706,Ptolemy XII Neos Dionysos Theos Philopator Theos Philadelphos,Pharaoh,Ptolemaic,117 BC–51 BC,"During his reign, Egypt lost Cyprus and Cyrenaica. Ptolemy XII attempted to secure his position through a pro-Roman policy, but the Egyptians rebelled against his high taxes. Ptolemy XII then fled to Rome and his daughter Berenice IV became queen of Egypt. Ptolemy XII was able to recover his throne in 55 BC with the support of Roman soldiers and mercenaries."
707,Ptolemy XIII Theos Philopator,Pharaoh,Ptolemaic,c. 62 BC–47 BC,"He was a son of Ptolemy XII and succeeded his father in 51 BC as co-ruler with his wife and older sister Cleopatra VII. In 48 BC, Ptolemy XIII attempted to depose Cleopatra VII leading civil war in Egypt. Julius Caesar intervened, enabling Cleopatra VII to regain Egyptian throne and forcing Ptolemy XIII to flee the city. Ptolemy XIII drowned while attempting to cross the Nile."
708,Ptolemy XIV,Pharaoh,Ptolemaic,c. 60 BC–44 BC,"He was a son of Ptolemy XII. Following the death of his older brother Ptolemy XIII, Ptolemy XIV ruled with his older sister, Cleopatra VII. Cleopatra also married her new co-ruler but continued as Julius Caesar's lover. When Caesar was murdered in Rome, Cleopatra poisoned Ptolemy XIV and replaced him with Ptolemy XV Caesarion, her son by Caesar."
709,Ptolemy XV Philopator Philometor Caesar,Pharaoh,Ptolemaic,,see Caesarion
710,Puimre,Second prophet of Amun,18th dynasty,fl. c. early-14th century BC,Served during the reigns of Thutmose III and Hatshepsut.
711,Pyhia,Princess,18th dynasty,fl. c. early-14th century BC,"An Egyptian princess, a daughter of Thutmose IV. Her name is sometimes written as Pyihia or Petepihu."
712,Qa'a,Pharaoh,1st dynasty,fl. c. 29th century BC,The last king of the 1st dynasty of Egypt.
713,Qakare Ibi,Pharaoh,8th dynasty,fl. c. 22nd century BC,"He reigned c. 2169 BC – c. 2167 BC, during the First Intermediate Period."
714,Qakare Ini,Pharaoh,11th-12th dynasty,fl. early-20th century BCE,"An Egyptian or Nubian pretender to the throne, he was an opponent of Amenemhat I but was defeated by him."
715,Qalhata,Queen,25th dynasty,fl. c. late-8th century BC,Qalhata was a daughter of King Piye and a queen consort to her brother Shabaka.
716,Qar,Royal physician and priest,6th dynasty,2332–2283 BC,Physiciant and priest of the mortuary cults of Khafre and Menkaure under Pepi I
717,Qareh,Pharaoh,14th or 16th dynasty,,Either a pharaoh of Canaanite descent reigning over the eastern Nile Delta in the early 14th Dynasty or a vassal of the Hyksos kings.
718,Qen,Artisan,19th dynasty,fl. c. 13th century BC,"Qen lived in Deir el-Medina during the reign of Ramesses II. His titles included Servant in the Place of Truth, meaning that he work on the excavation and decoration of nearby royal tombs."
719,Qenna,Merchant,,,"Known from the Papyrus of Qenna, a part of the Book of the Dead."
720,Raemka,Prince,5th dynasty,fl. c. 24th century BC,Possibly a son of Pharaoh Menkauhor Kaiu. Raemka was buried in Saqqara.
721,Raherka,Chief of Scribes,4th - 5th dynasty,fl. c. 24th century BC,Raherka was an official known mainly from the pair statue with his wife: The statue of Raherka and Meresankh
722,Rahotep,Pharaoh,17th dynasty,fl. c. early-16th century BC,"Also known as Sekhenrewahkhaw Rahotep. He reigned during the Second Intermediate Period, when Egypt was ruled by a number of kings at the same time."
723,Rahotep,Prince,4th dynasty,fl. c. 26th century BC,"He was probably a son of pharaoh Sneferu and his first wife, although his father could have been Huni. Statues of Rahotep and his wife Nofret were found in his mastaba in Meidum."
724,Ramesses I Menpehtyre,Pharaoh,19th dynasty,fl. c. late-14th to early 13th century BC,"The founding pharaoh of Egypt's 19th dynasty (reigned c. 1292 BC – c. 1290 BC) . Originally called Paramessu, Ramesses I was born into a noble military family from the Nile delta region. Horemheb, the last pharaoh of the 18th dynasty, appointed him as his Vizier, and later, as his heir."
725,Ramesses II the Great,Pharaoh,19th dynasty,reigned c. 1279 BC – c. 1213 BC,"He is regarded as Ancient Egypt's greatest and most powerful pharaoh. Ramesses II led successful expeditions north into Canaan, Lebanon and Syria and south into Nubia. He focused on building cities, temples and monuments and established the city of Pi-Ramesses in the Nile Delta as his new capital."
726,Ramesses III Usimare,Pharaoh,20th dynasty,reigned c. 1186 BC – c. 1155 BC,"The last great New Kingdom king to wield any substantial authority over Egypt. He was the son of Setnakhte and Queen Tiy-Merenese. During his long reign, Egypt was beset by foreign invaders (including the “Sea Peoples” and the Libyans)."
727,Ramesses IV Heqamaatre,Pharaoh,20th dynasty,fl. c. mid-12th century BC,"he reigned c. 1155 BC – c. 1149 BC. A son of Ramesses III, he initiated a substantial building program including an enlargement of the Temple of Khonsu at Karnak. Also known as Amonhirkhopshef."
728,Ramesses V Usermare Sekhepenre,Pharaoh,20th dynasty,fl. c. mid-12th century BC,"The son of Ramesses IV and Queen Duatentopet. During his reign the power of the priesthood of Amun continued to grow, controlling the state's finances and much of the temple land in the country at the expense of the pharaohs."
